oppt_id,account_id,geo_id,stage_id,owner_user_id,amount,created_at,closed_at
59ef6218-710b-45ab-bf49-a0b96b71e5aa,7479d7be-8018-49af-965e-7dbdb29a38b7,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,c53c3404-7431-4b49-b22a-35b72ef4a2fd,220654a3-4dc7-4a8a-8d38-7e89e8136fac,13363,2023-08-17 15:52:02,2023-04-22 09:36:49
eec24f90-9d38-4a61-b224-16a031373c92,bfab55b8-1984-477c-a5f2-4bc7600bb17c,23b7c8fc-6b85-4bf8-9e48-748d5f296586,70b0f181-637f-4692-b6bb-d19883170ca3,1e4b590d-7fcc-4100-8f93-1f2d0a425383,8386,2022-04-02 06:45:25,2023-11-30 09:22:14
395f4b5e-eac6-40ee-9525-93d8593b9949,eb3548bd-c3eb-4137-a300-a38b2ed0b690,32169ff7-ea26-43ca-9b8f-62b10788f98a,420e9bd6-5013-417b-97a3-a17ca63a0f38,0b786103-9aa3-47c0-a4c0-22317ac0b60d,19759,2022-05-05 00:33:25,2023-07-17 10:28:32
ed3a3d93-5a7a-403a-8072-ffe46318a345,599fabbf-fae5-4f2b-8746-830fc28ade3d,23b7c8fc-6b85-4bf8-9e48-748d5f296586,b12ad822-a5f6-472b-845c-9c106bee6805,cab328f4-ceb9-4fe8-b805-655bb4b87750,13692,2023-05-19 04:49:03,2023-03-27 09:22:26
90026f71-f55e-4bd1-a490-a75bdff411d7,96f2ea14-609e-4e93-ae89-88d145fcf4dd,923fe915-37eb-4281-ba65-655838745c18,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,c0d03233-c5c7-439e-a3a5-3b04e5378402,2077,2024-01-17 12:17:34,2024-11-12 10:02:06
0f522df5-deb0-4990-a7be-f2afaaa47319,bd0d6c75-9649-44dc-88d2-df4ec4b53476,eab23103-61b8-42e6-b8e4-27bdae31cde6,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,28417f66-a973-474a-a218-8aba3af2b9a3,12584,2022-06-03 14:35:22,2023-06-30 09:42:24
23a86d9e-8936-4f68-a4e7-234d90617d6d,5af12ac8-3831-48a0-8cc5-5594e694a2aa,ca6a3dd3-f966-452a-80ca-0cc1486d9554,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,16166be1-660b-4eb0-93c9-24e9d848d394,4797,2024-12-26 08:21:33,2023-10-12 20:22:57
ea89a70d-1874-4672-848c-e5540f0b24cb,2925a629-82b7-4d7f-bc05-6b9e8c226421,65571c78-d8ce-46d8-8fd7-1d487c346d71,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,ce8955b3-785d-49de-a12b-ef28d3f667a7,7215,2022-05-15 05:36:47,2023-06-15 09:04:43
a675caf3-e821-48f9-b9ed-5f8ae28b9d5d,b74da718-20c6-48ca-b420-b4c38825e125,32169ff7-ea26-43ca-9b8f-62b10788f98a,70b0f181-637f-4692-b6bb-d19883170ca3,b082cb1c-d8fd-4b8c-b32d-0ec4bc9c61f4,3933,2024-02-09 18:02:28,2023-12-18 15:48:17
6df7ae1c-e12f-4184-8906-4ae8116ccf52,24a5d1b3-6154-4b03-a9f6-44c01848fe30,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,c53c3404-7431-4b49-b22a-35b72ef4a2fd,84542405-3360-4151-93df-a2e71d1a67eb,2924,2022-06-30 05:01:19,2022-08-21 19:06:47
508be9ad-559e-4ce9-9291-3155382e0794,853a839b-be2e-4cd1-80dc-cde779b60886,65571c78-d8ce-46d8-8fd7-1d487c346d71,70b0f181-637f-4692-b6bb-d19883170ca3,639e0329-1719-4acf-a162-c527c827028c,17417,2022-11-12 18:45:34,2024-03-05 22:54:12
f563392c-a713-459f-a65d-0ac9398deb77,0c31cbe4-5619-452a-b90b-8b8f0da2dcf4,923fe915-37eb-4281-ba65-655838745c18,b12ad822-a5f6-472b-845c-9c106bee6805,702e1462-2089-4f52-a2d3-9f7ccaeffd9b,14285,2022-07-30 01:47:56,2024-05-28 02:57:23
d2b6b5f3-6b29-4b78-8678-545b00a749c4,bd0e37e7-b427-426f-bada-81c2e0e25073,713b4916-11b7-44e2-adb2-6f39959206ae,420e9bd6-5013-417b-97a3-a17ca63a0f38,1ed0d466-1a28-4d0b-9c38-498fab77af73,8115,2022-06-01 20:47:47,2023-12-10 05:48:34
db22651c-96f7-4749-a511-cd5a062f2d7d,88c03f5f-9d2e-4c98-804f-c576e9198024,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,420e9bd6-5013-417b-97a3-a17ca63a0f38,101a6464-54b7-4ae7-adc9-23d338ce4891,3954,2024-06-24 14:34:35,2022-08-24 15:48:41
d1ba5aee-f989-4626-aaa7-de9b9dcfd593,b9de6253-3c1b-4384-9228-92d66f3ad197,874057f3-6a95-453d-8573-c217459f7c51,70b0f181-637f-4692-b6bb-d19883170ca3,84542405-3360-4151-93df-a2e71d1a67eb,12305,2024-11-25 05:01:49,2022-09-16 12:33:53
11173ec2-1b6a-4814-bc85-e8664d3fa8d8,238182ec-ce82-4bc4-b971-4b5e607a96de,a58288c3-b609-4d9e-976f-0788fc350808,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,64f247af-11b4-4f0c-8787-ee81b3e70c19,11844,2023-04-26 16:39:00,2023-08-25 19:21:42
b34e091b-9c98-4de5-b5bd-78399ebd4744,8e57d78f-3782-4304-a2c7-b3e8d6318124,eab23103-61b8-42e6-b8e4-27bdae31cde6,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,2a26c691-6e1e-4ad4-bfe4-fe7d049b21bb,4372,2022-01-26 04:52:06,2024-11-27 04:41:21
43a002c1-21cb-40ca-b2b4-dfae30278d13,e32f5dfa-e026-45d9-9527-0666751db666,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,e367bbda-1076-4e65-abbc-d835ef1a5b41,2005,2022-07-30 06:32:25,2024-06-14 17:46:23
d72390e0-89a4-4bbb-9b51-d863bc7ecce0,14af8d60-1677-4a89-ac05-887392702b4d,923fe915-37eb-4281-ba65-655838745c18,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,abc2240b-a389-474f-9049-976326e33046,10982,2023-04-17 09:37:35,2022-11-23 08:39:36
dd2aa8fe-9760-40da-a633-d17efec53c8e,e9cfe661-2053-4790-9448-fa0bd1a8c042,f97e321b-ac65-4057-a901-09668427a33d,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,101a6464-54b7-4ae7-adc9-23d338ce4891,15502,2023-12-22 16:34:50,2023-04-05 21:17:37
8c2b9a72-b955-48cc-9247-e224cd04cf5f,d527fd26-c946-4582-ae83-b7e040c7d252,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,420e9bd6-5013-417b-97a3-a17ca63a0f38,71bd1422-46e7-4cce-8727-3c931b919cb0,10033,2024-11-05 06:23:06,2024-02-27 10:58:18
389345c4-d8c1-4690-9246-32ccecfd2314,5970d22f-d889-4938-b6a6-ff8fa7ce5b81,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,420e9bd6-5013-417b-97a3-a17ca63a0f38,bb149757-c48e-4b45-8731-8f3704114e49,2258,2022-01-07 16:37:04,2023-06-09 20:05:09
b4f804bf-6edc-4939-b492-b649567eb82d,eb1d7679-0b41-4dfb-a567-f1f2bc15dd22,7f3e7563-8c1f-4547-a711-9cec2caa5a90,b12ad822-a5f6-472b-845c-9c106bee6805,7cf706b5-2b7e-4ed2-b50e-414da943fb65,2444,2022-09-08 23:50:22,2023-02-21 21:18:10
f2c9bfb0-2086-4caa-a17c-1d1da121419a,98490173-4d4b-40cf-8dee-4412b6a173a4,6465de2a-d171-47cf-8c70-c744338b243d,420e9bd6-5013-417b-97a3-a17ca63a0f38,266d605b-b3f4-4fa9-82b3-395a32ca965f,18439,2024-03-19 23:08:09,2024-11-22 19:25:52
90f100c9-9af0-435d-bd48-b9c888a48941,a3440492-b920-4986-89bb-0e57a8a3e069,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,b12ad822-a5f6-472b-845c-9c106bee6805,d0941867-483a-44d7-af7c-e9a0cb4a5a6f,16670,2024-05-13 03:57:43,2022-02-08 09:58:05
375b497d-a341-4ad7-b56b-4abdf617f892,04e8b549-2d2a-40e3-8341-d9840968e480,7f3e7563-8c1f-4547-a711-9cec2caa5a90,b12ad822-a5f6-472b-845c-9c106bee6805,a63ec974-fcdc-4843-9e12-e14dc59a4185,2102,2024-10-14 19:47:49,2022-11-12 16:29:55
1f1510e1-1567-48c4-97df-3f355c0a63ba,1c2919fe-1ef4-47a7-b35d-06fdb8ccd6e0,f97e321b-ac65-4057-a901-09668427a33d,70b0f181-637f-4692-b6bb-d19883170ca3,3a8cb563-c548-4da1-827e-6b542085bfd0,19437,2022-05-18 02:45:14,2024-06-19 22:50:57
ddd249bb-501f-487c-ae79-b17a51eca41b,6d4bb5a1-73ca-43be-9620-a7a8eccb4bad,a58288c3-b609-4d9e-976f-0788fc350808,c53c3404-7431-4b49-b22a-35b72ef4a2fd,84fa53c1-ef78-4089-87e8-35595528f483,15067,2023-03-26 10:56:11,2022-01-17 04:21:21
c51daedd-a013-48b7-b920-202a2f969d2e,a12d277c-1723-4023-989a-41cea2336a75,4898deb9-da65-4a99-9f17-e013bc3c25cc,420e9bd6-5013-417b-97a3-a17ca63a0f38,271ed9cd-ce59-44d1-b6d4-996c230037bd,9267,2022-05-23 22:35:30,2024-08-03 19:45:44
f135163b-b0af-40d5-b790-d4a5d7050c3e,d12854d2-a729-42f4-964d-667fe4949cec,7f3e7563-8c1f-4547-a711-9cec2caa5a90,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,3377f06c-3f31-4279-8ae4-fc91b1ae11dc,1369,2022-07-05 05:15:27,2024-02-28 07:52:35
34548234-7d7c-4790-85a8-e268e8c0bf5d,e819b443-4ab9-4a6f-9b6c-be520a3ad3b8,6220054f-7c0d-4f92-8962-9682f69b589b,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,702e1462-2089-4f52-a2d3-9f7ccaeffd9b,1825,2022-07-25 20:42:14,2023-02-05 12:16:05
cf211694-3f3d-4d69-ba57-14d2a706c843,b3424915-e12d-40e0-88ee-8d912f36b59f,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,b12ad822-a5f6-472b-845c-9c106bee6805,f2d72338-4ce1-475d-90b9-67154706222c,19675,2024-04-08 22:42:35,2024-11-30 13:07:58
63a3f02e-beda-4b74-98f3-dc4a50c01af0,6f231920-591c-4786-8405-beebabea96b1,ca6a3dd3-f966-452a-80ca-0cc1486d9554,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,72a10541-fd9c-4952-b8a8-a07771079a13,9901,2023-12-15 14:47:58,2023-08-14 15:50:13
5f9cd331-65c1-4989-a35e-c07b951a9be1,9d533776-bcf8-48aa-a13b-719f861b42a9,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,639e0329-1719-4acf-a162-c527c827028c,4747,2024-09-08 18:42:07,2024-03-31 21:06:06
9d00e1c7-6498-4ae2-828c-e0bbecd3b329,5af12ac8-3831-48a0-8cc5-5594e694a2aa,308a661f-1cae-4c0d-a556-c6757629b1dd,b12ad822-a5f6-472b-845c-9c106bee6805,55cdcc86-64aa-4a94-bd18-5c8973cf2228,6550,2023-04-10 14:17:06,2023-06-26 22:59:43
8a90d083-18dd-45a8-89e6-7bb1fdceccde,a875b8ef-189a-48c9-b8d7-aef20767b2c5,9b32730c-197d-4128-9e8f-a9c485970207,b12ad822-a5f6-472b-845c-9c106bee6805,271ed9cd-ce59-44d1-b6d4-996c230037bd,5833,2023-05-08 14:51:32,2023-10-10 13:45:18
7735d15b-63ed-41a9-b309-59eeba901320,2d6c0036-17ed-4cdb-b925-38148a4ef9fb,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,70b0f181-637f-4692-b6bb-d19883170ca3,2baa3de8-18e2-47bb-979d-fd44f37b4845,6106,2022-08-01 09:11:43,2022-01-18 17:18:46
1a09c559-4285-4b04-8a0d-f0b2f21d0b18,4b3a864b-13ec-4f34-ac84-e5bed159e032,f97e321b-ac65-4057-a901-09668427a33d,420e9bd6-5013-417b-97a3-a17ca63a0f38,64fa6d94-baf8-4244-80a7-0c8c7ed9350b,10672,2024-01-23 18:24:35,2023-11-05 23:58:02
60517f7a-ec43-4608-838c-7c25304e72a2,c171cd10-9d41-4fcc-8c83-9dad804623c9,fda10fd5-4541-4e82-a935-3502434627b7,c53c3404-7431-4b49-b22a-35b72ef4a2fd,266d605b-b3f4-4fa9-82b3-395a32ca965f,15847,2024-12-19 01:30:51,2023-08-12 16:30:26
546fdbff-7876-4700-9489-da3f09d4d19d,ce8d094b-a391-4a6d-98a5-2f780c3ba92c,fda10fd5-4541-4e82-a935-3502434627b7,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,220654a3-4dc7-4a8a-8d38-7e89e8136fac,10034,2022-04-27 15:17:38,2024-07-05 17:44:37
2934c801-e6a6-4042-8921-28aa94d79a2d,064096cc-4e93-4e62-a3c6-b9ca4622a8e2,a58288c3-b609-4d9e-976f-0788fc350808,70b0f181-637f-4692-b6bb-d19883170ca3,9aca126b-2958-4339-9584-83355e99b29f,10381,2024-08-01 19:55:31,2024-07-17 02:53:26
22b4cafb-e83e-4354-9b6f-6ed45a3560bf,2128fdcc-377a-4e4e-8d0f-4dbc2f21c27b,c133e573-2208-4233-91cd-3d742dfb8915,70b0f181-637f-4692-b6bb-d19883170ca3,6884b672-292a-4412-baf3-c03c7073deab,12166,2022-11-28 01:56:29,2022-10-10 17:18:51
edd19175-8600-421e-87aa-fd8b0ab8113f,83a1d4a8-4b51-4888-bffe-f1efd532c6a7,ce373f7b-ea9d-41e8-85b7-a385636a93e7,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,006d688c-3d35-4fc5-84c8-442ef92e5645,10554,2023-11-09 12:28:14,2024-10-06 16:03:31
1463defd-64e0-485a-b8f9-3ce10d6d06ab,4eaa8816-2cef-45a0-9c4c-2dbc4bdf76de,6220054f-7c0d-4f92-8962-9682f69b589b,c53c3404-7431-4b49-b22a-35b72ef4a2fd,9c623ffa-a7bb-421a-b739-9deed87bb74c,5219,2024-01-11 02:51:12,2023-09-26 09:02:17
fc3a025b-fe7a-44e6-a574-ccddb2fddd94,f956d3eb-fa3b-4c51-b1bb-7c5443f2151c,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,70b0f181-637f-4692-b6bb-d19883170ca3,80fd95c4-dcc9-4289-9f87-977683309a5e,12556,2024-03-03 09:01:37,2022-04-16 03:16:06
159b2a52-0b1a-4746-ab06-77a6456bf2ca,15e7a23c-8a62-4858-ac2a-487380d4a1cb,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,70b0f181-637f-4692-b6bb-d19883170ca3,89356d89-2df2-4b4d-b517-82a97f94dffc,17419,2023-07-27 10:45:54,2022-12-06 09:40:08
8ec180ec-2f6e-49e2-8678-cd3f8ac802b4,8e37c97f-5d95-46c8-a5b9-c5b48e266deb,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,c53c3404-7431-4b49-b22a-35b72ef4a2fd,9508ef70-fa52-46b1-8635-dd1d4de50466,15898,2024-02-02 12:34:06,2024-03-17 20:44:46
cf011951-e2b6-4ac0-8cfe-3c775f960dfd,2dfb024c-a811-415a-b06d-fd5808e2181c,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,70b0f181-637f-4692-b6bb-d19883170ca3,19343e8c-8ebe-44b6-91bc-159346476a7e,1186,2023-08-15 04:28:08,2022-07-25 09:23:55
9ac31cee-82a2-42c9-ba81-9c91ed747353,bf795c57-ad62-4131-a178-0e8ec2133367,b8806616-764a-4f02-ac60-c718be6f04f9,420e9bd6-5013-417b-97a3-a17ca63a0f38,2baa3de8-18e2-47bb-979d-fd44f37b4845,7256,2023-04-03 14:08:34,2023-09-29 13:13:26
aec35ff1-b4a7-4185-a8e8-fc0c5045e7d0,69dfa322-2ba0-4b38-af38-37f65a0819af,4898deb9-da65-4a99-9f17-e013bc3c25cc,70b0f181-637f-4692-b6bb-d19883170ca3,9aca126b-2958-4339-9584-83355e99b29f,9429,2023-10-28 23:13:01,2024-05-01 01:45:11
1e2d69d9-95ea-4b53-851a-eabd3a4a582b,9064d26b-6409-491d-acca-4a35aa97b64d,f97e321b-ac65-4057-a901-09668427a33d,b12ad822-a5f6-472b-845c-9c106bee6805,d10892f7-63e7-43f5-84a0-b94f90ef8f36,18064,2022-10-19 07:20:16,2024-01-10 23:54:25
09438c81-5e6d-4283-b4af-82c02368260e,a87bca52-3faa-4e87-89fc-165527f0a2a4,449be6aa-4bbd-4733-b7e2-79353d4d7005,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,2ed920bd-2ef3-44c2-9b46-94bf93db3e73,3413,2024-07-29 03:21:13,2022-02-22 11:02:14
f8e655bd-e692-4ec3-8811-7befb5b524d1,25259b45-43b4-413e-b2d1-930bb2191aa8,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,c53c3404-7431-4b49-b22a-35b72ef4a2fd,4c3e7b09-fb30-45ad-a2f6-f5fbd078bf84,17671,2022-04-22 10:56:39,2024-08-28 14:04:23
96faac0b-194b-4580-9d05-01bd5836b6ed,a90fc616-047d-4762-bffe-4a3f80c95e62,713b4916-11b7-44e2-adb2-6f39959206ae,c53c3404-7431-4b49-b22a-35b72ef4a2fd,d0941867-483a-44d7-af7c-e9a0cb4a5a6f,17656,2023-01-07 00:40:46,2023-11-19 22:59:29
b981cdd6-ca16-4d33-9625-4df3573058df,7d662265-8c90-463a-a34f-d711d8189c3d,65571c78-d8ce-46d8-8fd7-1d487c346d71,5ac92d3f-42f1-46d6-ae2a-7bfb6da29a80,38272f05-7b06-484b-97bc-6ef437682f1d,15255,2024-05-10 18:38:01,2023-11-16 14:45:27
99316d95-48d8-483c-a405-67ce09d66c7d,0dc3d542-e15c-43b7-86ca-18b75cd11461,92281d5b-28df-4ff1-9663-dc6f0896606d,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,639e0329-1719-4acf-a162-c527c827028c,8046,2022-05-04 19:05:57,2023-12-10 16:56:09
858646fa-bbd8-4eb6-b945-7aa3c0e43b6d,cda7070b-068e-4704-8182-3f266ac203fd,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,70b0f181-637f-4692-b6bb-d19883170ca3,2ed920bd-2ef3-44c2-9b46-94bf93db3e73,16561,2022-02-28 06:26:42,2023-11-14 00:19:54
5ea2761b-c663-469e-8b47-a83c7d3a41ce,d4400419-fa02-4238-a15f-4a8c312b464d,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,cf78060e-0b5a-485e-b1bd-90ccc7d2d9a0,1189,2024-09-16 18:45:15,2024-07-15 01:50:11
7b47abac-84a1-4274-a2d6-72986822f8a9,46996244-adff-492e-9550-6fe50cf76696,b8806616-764a-4f02-ac60-c718be6f04f9,c53c3404-7431-4b49-b22a-35b72ef4a2fd,7e656b51-2c5d-46e7-b1bb-dd8d2de1c50c,8455,2024-02-15 15:53:17,2023-08-05 21:32:58
b6dc6c0c-6075-4a6e-a836-8a2147b2f9e9,ed95dfc5-830f-490c-9d7d-22fa319fa5f4,65571c78-d8ce-46d8-8fd7-1d487c346d71,b12ad822-a5f6-472b-845c-9c106bee6805,2a1152a8-07d8-4243-bf69-208ceaba8de6,15486,2023-04-14 14:54:12,2023-12-29 14:44:50
bf83b659-cdf6-444d-9697-4c191f0a4fd3,dc0f9255-25d6-4641-8312-72cece952d8a,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,d0941867-483a-44d7-af7c-e9a0cb4a5a6f,5767,2024-08-12 20:25:00,2022-03-05 12:07:28
5175d50c-d5cf-4dee-b745-41f1b679c188,4ac333ca-e3c8-48d9-90c4-b26c40ca4959,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,4eb20bfa-9b50-4dd2-a4a9-e22c99726f73,bfc603e6-d92a-4340-a7b2-1eed089cb136,15117,2022-06-22 17:47:23,2024-10-13 08:22:30
