account_id,geo_id,account_name,domain,industry,company_size,crm_owner_id,lifecycle_stage,created_at,updated_at
0058ce0b-b074-48e2-989f-3aab71f26c3c,308a661f-1cae-4c0d-a556-c6757629b1dd,Company_12,company12.com,E-commerce,11-50,99683b65-8561-4f18-9e69-e2ff9aab494c,Expansion,2023-10-18 10:23:08,2024-10-29 01:33:26
aa9b7cd6-e864-4a39-ab7e-87adac872732,6220054f-7c0d-4f92-8962-9682f69b589b,Company_13,company13.com,Fintech,200-1000,38885e4d-618a-4032-8430-c68cc498a123,Lead,2022-02-19 08:56:39,2024-11-04 00:51:26
0e0e3589-0893-47e3-9ab7-e5541f98d07d,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Company_14,company14.com,SaaS,1-10,c0285894-a306-42cc-ad4e-9289996c9ae1,Customer,2022-02-16 06:55:15,2022-05-13 23:55:10
83676af8-e26f-41ad-aa08-098427e7ce2e,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Company_15,company15.com,SaaS,11-50,ad88ff6c-49a1-4644-8625-86e8bd8729f1,Expansion,2022-05-26 13:12:42,2024-03-24 04:55:07
00882056-63a7-4c23-9635-c81d5c300276,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Company_16,company16.com,E-commerce,51-200,61d9cc1f-8650-46d3-8e76-17f3e5384cd9,Lead,2022-12-06 15:24:52,2023-07-15 04:16:57
d453421a-7eb1-4e43-8494-8f32c8321a47,fda10fd5-4541-4e82-a935-3502434627b7,Company_17,company17.com,SaaS,11-50,e6531009-242c-4aed-8878-1fedb0facdd0,Expansion,2022-12-28 10:13:36,2022-04-16 03:16:04
fa7d26fc-f536-4eec-9000-0c1d60e3af5d,382a30ba-7fca-4b36-b4f8-14feb2a55572,Company_18,company18.com,SaaS,200-1000,ec29af79-b6de-4aa4-9cbe-43918c4e2260,Expansion,2024-02-25 01:00:38,2024-03-28 04:55:03
8f215077-213b-4cf4-a72a-c0be5b3d0d0e,713b4916-11b7-44e2-adb2-6f39959206ae,Company_19,company19.com,E-commerce,51-200,ec29af79-b6de-4aa4-9cbe-43918c4e2260,Expansion,2024-07-24 04:53:06,2024-04-25 04:50:44
ba2154ff-cc22-427c-aad8-e8e5076c45c5,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Company_20,company20.com,E-commerce,1-10,0b8b9389-49bf-4bfe-9ffc-dece3ec0c133,Expansion,2022-02-11 05:19:57,2024-02-28 02:32:50
98e14942-08be-4300-88d0-a844066695fd,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Company_21,company21.com,Healthcare,51-200,682b6bd6-5e94-4d2b-8c6a-5ce0c3c333a6,Expansion,2024-05-21 20:43:57,2024-02-28 13:32:30
4a3e334d-63ba-4d7a-8205-9e0a6c955259,65571c78-d8ce-46d8-8fd7-1d487c346d71,Company_22,company22.com,SaaS,1-10,df28c314-f535-47f9-9c28-01f78a2fded3,Lead,2022-11-05 21:12:17,2024-05-10 20:16:56
aac8c0d1-1a41-4860-83df-bf2986b5cca0,f97e321b-ac65-4057-a901-09668427a33d,Company_23,company23.com,Fintech,1-10,b6a04f8e-2fbd-4515-aa49-fe0b6db3537a,Customer,2024-10-06 13:26:52,2022-02-01 14:07:04
4b49da21-f4f9-4b80-8a27-dd46877b7b67,6220054f-7c0d-4f92-8962-9682f69b589b,Company_24,company24.com,E-commerce,11-50,a2d16199-06dd-44ce-a8bd-4924ccdc11c9,Customer,2024-12-25 11:17:24,2023-08-30 13:10:12
814a7a62-d98f-41aa-a98e-d0d0b425662d,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,Company_25,company25.com,Healthcare,11-50,fb48a18b-58e0-4b42-958c-15b7ba668462,Customer,2024-04-26 12:53:27,2024-01-01 07:54:22
813213f0-fd1f-43c7-a77d-db409113cde6,07a8c1b6-edd7-42ea-8ee5-59501a0ec2fe,Company_26,company26.com,Fintech,11-50,a8d46f9b-ab69-4e03-b5ae-2c400e806cd9,Customer,2023-10-14 16:49:57,2022-03-09 15:04:51
fa5d138b-7dc7-4895-90ca-2a685b9f4868,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Company_27,company27.com,SaaS,200-1000,38d05151-b839-4f65-ad00-f375c3dee411,Lead,2022-12-09 10:37:19,2024-09-14 11:31:29
7c0ba2a9-885a-4246-b6cb-56fce23df5dd,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,Company_28,company28.com,Healthcare,200-1000,a8d46f9b-ab69-4e03-b5ae-2c400e806cd9,Churned,2023-11-29 19:43:37,2023-08-24 23:58:51
5212c168-dd3d-41cf-9fac-e6bf592d76a9,32169ff7-ea26-43ca-9b8f-62b10788f98a,Company_29,company29.com,E-commerce,11-50,d27e07b0-8484-4cba-8ff1-c9a8ebeade7a,Churned,2024-07-04 09:25:01,2023-08-03 21:43:18
8b0de8e2-60c8-4efb-b5ec-bc83872532e8,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Company_30,company30.com,Fintech,200-1000,c51455b3-cda6-483e-896c-9ffd0cbac270,Lead,2023-03-09 03:42:04,2023-01-30 00:46:01
3dd689b6-ff57-4693-b439-99ab5ef9cc38,4898deb9-da65-4a99-9f17-e013bc3c25cc,Company_31,company31.com,E-commerce,51-200,ba61e43e-b22e-4e85-a86a-db5c9da21267,Lead,2022-01-11 02:17:28,2022-01-26 05:33:15
940f3b08-bd10-4277-b62c-a3465446b913,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Company_32,company32.com,SaaS,51-200,f63b54f0-e634-4d09-85ff-432d91d15187,Expansion,2022-09-06 00:31:50,2023-07-09 17:25:28
638816e2-d1af-4a62-bb08-70df1870e76b,c68acfda-6db5-405f-ab3d-9e54547cc5df,Company_33,company33.com,Fintech,200-1000,835f08c6-12b0-44c9-b037-8f82516bd88a,Expansion,2024-12-20 12:31:23,2022-04-15 22:48:10
f3972ab3-d857-49d4-bb0d-de9cbbdb9d46,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,Company_34,company34.com,SaaS,200-1000,cf277b4a-4feb-49c4-8401-d49263238ff4,Expansion,2023-10-19 12:12:24,2023-06-20 15:10:07
2d3f0e2d-eb75-4e9f-b3b4-c2df5599a47b,923fe915-37eb-4281-ba65-655838745c18,Company_35,company35.com,SaaS,51-200,f0ad0950-30d3-4306-8a12-d65d30ad0a71,Customer,2023-06-13 13:27:31,2023-01-10 13:49:33
2da6f61c-1aae-47b0-b512-a1237642720e,d3b58f8b-c9b8-449d-afa7-046a5607b449,Company_36,company36.com,Healthcare,1-10,c0285894-a306-42cc-ad4e-9289996c9ae1,Expansion,2023-03-08 15:47:40,2024-10-17 18:37:39
858534aa-f40e-49c6-bca6-ce72cdc13854,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Company_37,company37.com,E-commerce,51-200,a2d16199-06dd-44ce-a8bd-4924ccdc11c9,Churned,2022-08-30 12:41:45,2024-09-02 23:07:02
4bc6cdc3-dcf1-42d9-9e24-98e01de6c43f,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Company_38,company38.com,Fintech,51-200,29f5d0bf-28f8-41f0-a135-ac8c572ebe80,Customer,2022-12-01 11:28:43,2022-06-11 00:52:08
71c99f70-9814-414c-b6e4-9f7334f82cca,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Company_39,company39.com,SaaS,200-1000,682b6bd6-5e94-4d2b-8c6a-5ce0c3c333a6,Expansion,2023-06-07 21:09:15,2024-06-22 22:55:41
ee2b427b-cba9-4cc0-8d04-e64a37399158,4898deb9-da65-4a99-9f17-e013bc3c25cc,Company_40,company40.com,SaaS,51-200,7e1751f5-24eb-4b1e-859b-ae714182171b,Customer,2022-06-08 18:40:31,2023-06-01 13:11:32
960e5899-4a32-4732-9a78-87f6e228e9d8,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,Company_41,company41.com,Fintech,200-1000,ec29af79-b6de-4aa4-9cbe-43918c4e2260,Churned,2022-05-25 01:48:56,2022-07-27 05:52:12
75eb7b7d-fac9-4091-bc6d-665a580a0634,cd925617-c58a-49c7-83d5-41cb7915836a,Company_42,company42.com,SaaS,200-1000,ac2248fb-c296-4ecc-b7d3-17e1a10de78d,Expansion,2023-08-14 04:42:59,2022-03-10 20:57:15
7c93960b-edcc-4223-95c7-e1c5b164bb19,449be6aa-4bbd-4733-b7e2-79353d4d7005,Company_43,company43.com,Healthcare,11-50,8d958587-f4ff-41e2-95b0-789b097be1c9,Churned,2022-05-31 05:50:52,2023-07-02 06:39:37
afa2b2be-6b99-4113-9e04-0df99bcc0ebe,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Company_44,company44.com,Healthcare,51-200,0cd83233-8d7c-4c22-832e-e8f49f72444d,Churned,2023-07-12 15:43:16,2024-04-28 04:52:04
e78fee81-be78-4261-8130-106b73331a63,fda10fd5-4541-4e82-a935-3502434627b7,Company_45,company45.com,Healthcare,1-10,4c1ba4c6-6e0c-421e-9252-bf3aa3c56208,Churned,2023-06-19 07:35:55,2023-06-10 21:57:23
d12854d2-a729-42f4-964d-667fe4949cec,eab23103-61b8-42e6-b8e4-27bdae31cde6,Company_46,company46.com,Healthcare,11-50,b1047233-536f-429d-bd91-53bf59ac3147,Expansion,2024-07-26 20:32:16,2024-09-25 13:09:27
4137a352-2450-40ec-b9de-7989ebd1c2c2,cd925617-c58a-49c7-83d5-41cb7915836a,Company_47,company47.com,SaaS,200-1000,3363c014-8c49-49a6-b442-7d7d34d946f1,Lead,2023-02-15 22:03:09,2022-09-29 23:47:44
f8bcfbc3-3bcf-4946-ba69-38d5c2b12c97,713b4916-11b7-44e2-adb2-6f39959206ae,Company_48,company48.com,Fintech,200-1000,960ec32f-694d-454a-b280-7961288ef7a0,Expansion,2022-03-09 11:56:59,2024-11-29 14:48:58
bea78095-5df6-4c2b-a452-517fc55a1376,d3b58f8b-c9b8-449d-afa7-046a5607b449,Company_49,company49.com,Fintech,1-10,9a09ed90-1e4f-4c3e-96b1-420c52253fa1,Churned,2023-12-15 16:36:03,2023-12-23 18:23:49
ba4600c4-6a01-4574-b7ea-56b00bcf52a2,f97e321b-ac65-4057-a901-09668427a33d,Company_50,company50.com,Fintech,200-1000,8aec6f74-a512-431c-b6c0-ce4317fc6ad4,Expansion,2024-04-13 00:01:56,2024-12-16 05:59:25
9bb3f7ce-3e8f-4743-a313-be691e9beca6,b8806616-764a-4f02-ac60-c718be6f04f9,Company_51,company51.com,Fintech,51-200,a91f152b-bb2e-426e-bd21-bf654fa77b83,Churned,2022-07-13 21:51:23,2024-01-14 08:56:06
7b4192f0-55bc-4990-9bb1-4b2309a22ddd,b8806616-764a-4f02-ac60-c718be6f04f9,Company_52,company52.com,E-commerce,11-50,0e582399-64bf-4258-86be-be52b5014c37,Lead,2023-08-12 00:47:04,2024-09-08 08:49:10
f956d3eb-fa3b-4c51-b1bb-7c5443f2151c,eab23103-61b8-42e6-b8e4-27bdae31cde6,Company_53,company53.com,Fintech,200-1000,0cd83233-8d7c-4c22-832e-e8f49f72444d,Customer,2022-05-03 09:53:03,2022-10-11 03:48:58
67bbbb3e-a3c9-40d7-a369-f47bd76c7c4d,382a30ba-7fca-4b36-b4f8-14feb2a55572,Company_54,company54.com,E-commerce,200-1000,c864dc75-c266-4e7f-89da-e87e1aa88269,Lead,2024-05-07 13:33:59,2022-07-29 11:40:07
1c0b8fa6-fd67-4dd6-8f4d-036f78f1b8f9,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,Company_55,company55.com,E-commerce,1-10,8bb419d7-f34f-4af4-96dc-730dd63ea7f4,Lead,2023-04-01 10:28:42,2022-04-09 00:33:30
d7bcba02-a892-4da7-a496-89b1bad044ec,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Company_56,company56.com,Healthcare,51-200,f919a242-fcbb-4d5a-a3f0-2f80e1eec926,Customer,2024-09-03 13:23:25,2023-12-12 23:31:53
85ac643b-e34c-4cc9-beb0-5a664b7df7f9,713b4916-11b7-44e2-adb2-6f39959206ae,Company_57,company57.com,E-commerce,200-1000,c864dc75-c266-4e7f-89da-e87e1aa88269,Expansion,2024-08-18 20:05:15,2022-02-27 10:51:20
5efb7651-85aa-4d94-819c-0edb0a1bc45d,23b7c8fc-6b85-4bf8-9e48-748d5f296586,Company_58,company58.com,SaaS,1-10,8ddcd7a5-cb5f-4c75-b7cc-d7ac253bdfae,Customer,2023-07-16 18:43:51,2023-04-01 20:19:55
b3464c2d-0b1f-439a-970f-fb447d378d19,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Company_59,company59.com,E-commerce,200-1000,94bcac9f-76e2-4367-8cac-1a62d3a7936a,Expansion,2024-06-15 21:14:53,2022-11-10 03:51:25
cdbee1fd-1d83-4b57-9c6b-e5e0be327fc7,ca6a3dd3-f966-452a-80ca-0cc1486d9554,Company_60,company60.com,Healthcare,1-10,88552613-4fa9-4dd8-912e-ddb543e969e5,Expansion,2022-10-26 17:02:17,2022-03-10 01:12:58
d0448f84-04e4-4478-86dd-9a06ef4a7544,a58288c3-b609-4d9e-976f-0788fc350808,Company_61,company61.com,E-commerce,1-10,c1201955-60dc-41e5-b754-e95e45481cc2,Churned,2024-12-30 12:20:31,2022-11-06 20:46:27
54e7c97d-0a4a-4086-b84b-734161a3a877,4898deb9-da65-4a99-9f17-e013bc3c25cc,Company_62,company62.com,SaaS,51-200,f63b54f0-e634-4d09-85ff-432d91d15187,Churned,2022-04-19 01:12:14,2022-03-07 02:22:00
c86a82f9-3b89-4f63-97b6-4ab688231b57,32169ff7-ea26-43ca-9b8f-62b10788f98a,Company_63,company63.com,SaaS,200-1000,5a840cd8-ad0f-49a2-a9e1-4e99b249f7ee,Customer,2022-03-13 04:27:24,2023-05-06 06:15:53
c97c6a86-b28f-4aeb-a39e-cf4917475476,713b4916-11b7-44e2-adb2-6f39959206ae,Company_64,company64.com,SaaS,51-200,b9c688fe-8a94-4ecd-adf3-bfce5cb59de3,Lead,2024-10-24 05:41:00,2023-04-27 16:28:00
dba1eded-f254-491d-8598-ac5a57eb6df2,986cb746-08a3-4f11-a5bd-6ffb7c73a883,Company_65,company65.com,Healthcare,1-10,1cf7f7e3-aa65-46b7-ac15-5d01e80eb4f9,Customer,2022-12-21 00:39:48,2024-03-11 14:53:34
99788d03-54ad-408e-9a1e-ec7e209a3f88,b8806616-764a-4f02-ac60-c718be6f04f9,Company_66,company66.com,Healthcare,11-50,4e346f2d-f7a8-4aff-9714-cc3537fe7047,Expansion,2023-03-26 13:09:54,2023-09-11 14:52:07
65ba52fe-39d4-4998-99b5-cbae7dd6503f,81f8b9ca-8346-463f-b3ae-e601e1966c97,Company_67,company67.com,Fintech,200-1000,3363c014-8c49-49a6-b442-7d7d34d946f1,Churned,2022-05-04 22:51:37,2024-04-23 13:39:06
71d7aeb6-09b5-45ba-8a35-562f6e461563,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,Company_68,company68.com,Healthcare,11-50,97de1e52-2ff3-4926-b55b-e71034f05b74,Customer,2022-12-28 15:04:23,2024-01-06 09:37:21
a6b21cc5-cc81-4184-8697-a6d9f9ec742a,5050f307-f787-4047-8d37-2cedc48c3557,Company_69,company69.com,SaaS,200-1000,e048c4f6-0fa8-4fe9-9dfc-a1e8eadcac2f,Customer,2022-06-06 21:36:22,2023-01-29 12:13:18
7a83a697-9082-44fe-98e5-2e621fbbd2ff,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,Company_70,company70.com,SaaS,51-200,5c969710-d19c-43c3-ae52-7eb5df9b3696,Churned,2023-08-14 12:07:58,2022-02-26 21:19:16
42a1f6ec-d5c2-4666-8ca7-dd4eda235961,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Company_71,company71.com,Healthcare,51-200,0b8b4554-e224-4549-b754-d62dd8684d8a,Churned,2023-03-08 19:36:25,2024-10-01 22:11:55
bdc94b7f-debd-4438-937f-5c02304891dd,65571c78-d8ce-46d8-8fd7-1d487c346d71,Company_72,company72.com,E-commerce,51-200,c8753b3e-8b95-463c-ae28-a9deb1b153e7,Churned,2023-12-06 08:21:40,2022-10-24 20:51:08
aacf5f48-6065-4ba1-821d-ed0fa60c1f46,923fe915-37eb-4281-ba65-655838745c18,Company_73,company73.com,Healthcare,51-200,7b7a97b2-cfd7-441e-a4ee-97fc0fed4831,Expansion,2024-09-14 12:02:01,2023-03-21 10:59:14
023da8f0-5565-4212-8365-429528841439,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Company_74,company74.com,Healthcare,51-200,b327fce8-c44d-4b57-b1d0-c5c96a5eef3b,Churned,2023-07-21 17:55:46,2023-07-09 12:57:42
cb0f7907-5821-42ff-a30f-b04ac42f8ffb,b9d9e952-3729-466a-99e4-8cb64954f439,Company_75,company75.com,SaaS,11-50,682b6bd6-5e94-4d2b-8c6a-5ce0c3c333a6,Lead,2022-09-10 16:11:03,2022-03-16 06:15:48
fe5b92c2-b4ed-49e6-b486-0b326627a0db,382a30ba-7fca-4b36-b4f8-14feb2a55572,Company_76,company76.com,Fintech,51-200,c8753b3e-8b95-463c-ae28-a9deb1b153e7,Customer,2023-07-30 01:20:48,2024-10-15 15:26:14
e21151e9-5853-4e04-9876-ed8232f998b8,986cb746-08a3-4f11-a5bd-6ffb7c73a883,Company_77,company77.com,SaaS,1-10,ad88ff6c-49a1-4644-8625-86e8bd8729f1,Churned,2023-07-06 21:27:06,2023-05-31 15:02:57
3f504281-bb37-45f5-ab8d-a38190128df6,c133e573-2208-4233-91cd-3d742dfb8915,Company_78,company78.com,Fintech,1-10,72907dfa-69ad-4b0d-80e9-a16de4d3c1f6,Churned,2022-11-22 10:59:17,2023-03-01 10:15:12
603008d2-2c8e-44f6-8703-be058246e43f,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Company_79,company79.com,SaaS,11-50,574082e4-c905-4370-a1f7-a0bcc2405d32,Expansion,2024-11-07 01:56:29,2022-07-13 08:45:52
77003c1c-eefe-49cf-b8c5-098bc4a238d0,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Company_80,company80.com,Healthcare,200-1000,b327fce8-c44d-4b57-b1d0-c5c96a5eef3b,Expansion,2023-02-19 17:39:16,2023-07-26 16:44:57
e00fc0c9-3321-464e-98aa-be16c191fed8,c68acfda-6db5-405f-ab3d-9e54547cc5df,Company_81,company81.com,SaaS,1-10,7e1751f5-24eb-4b1e-859b-ae714182171b,Customer,2024-12-26 05:45:27,2023-11-10 18:43:41
15e7a23c-8a62-4858-ac2a-487380d4a1cb,c68acfda-6db5-405f-ab3d-9e54547cc5df,Company_82,company82.com,SaaS,200-1000,87c1d485-e4ad-4035-8d6a-17b15c41e56a,Lead,2024-11-27 20:30:14,2023-09-14 09:53:33
4b56f0f9-31fb-420e-98c9-4d9a58ee50b1,e64f2851-29a8-4c7e-83c0-58a984a05efd,Company_83,company83.com,SaaS,11-50,c469e182-fcf7-4349-80dc-ce4cad2584f8,Customer,2024-10-03 16:30:37,2023-11-15 02:34:11
c087a782-2ba2-4085-a0df-9eaec3e8e50e,a58288c3-b609-4d9e-976f-0788fc350808,Company_84,company84.com,Healthcare,200-1000,9a5ae6ac-4b7d-4538-8f7e-fd6dc45804fb,Churned,2022-04-21 22:04:42,2023-08-24 15:09:42
540c380b-e886-4557-b819-db00c930beca,b0b30ba9-1373-4d34-b2e3-4950984f2c16,Company_85,company85.com,Healthcare,200-1000,394220d0-fe7f-42b3-9bc3-6eba674bf7cb,Lead,2024-08-04 06:02:59,2023-06-11 16:12:05
4b3a864b-13ec-4f34-ac84-e5bed159e032,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Company_86,company86.com,Healthcare,200-1000,989fdf32-5eff-4d1c-911d-d3e5085f87e2,Lead,2024-09-13 09:42:23,2022-10-18 05:03:02
f0b80967-5cb0-401c-9130-48c5e369b4ea,c47f4c8a-816e-4d6a-9b91-e79cf635d0e5,Company_87,company87.com,Healthcare,200-1000,7e1751f5-24eb-4b1e-859b-ae714182171b,Lead,2022-09-23 20:30:40,2024-02-10 19:47:49
46996244-adff-492e-9550-6fe50cf76696,713b4916-11b7-44e2-adb2-6f39959206ae,Company_88,company88.com,Fintech,11-50,bd604a06-8896-47dd-89cd-a4c8c2e843b5,Lead,2024-04-09 18:10:40,2024-12-11 02:11:00
029b10a9-9527-4305-908b-b194ee06f517,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Company_89,company89.com,Fintech,1-10,5a840cd8-ad0f-49a2-a9e1-4e99b249f7ee,Customer,2023-01-16 07:12:46,2024-02-12 21:00:59
332729dc-d31c-4e41-ac01-e880c4dbccdb,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Company_90,company90.com,E-commerce,51-200,0e582399-64bf-4258-86be-be52b5014c37,Expansion,2022-09-11 20:05:11,2023-07-25 15:41:09
c357f359-67c6-4209-9bb3-47ef53508e5f,d3b58f8b-c9b8-449d-afa7-046a5607b449,Company_91,company91.com,Healthcare,200-1000,29f5d0bf-28f8-41f0-a135-ac8c572ebe80,Expansion,2023-12-20 02:18:35,2024-03-17 16:00:25
2e12c250-043c-4b2b-9273-3d9b35379bd6,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,Company_92,company92.com,Fintech,1-10,2e516f84-c3a3-4e89-9c7a-1cdc4543501c,Churned,2023-08-13 11:07:27,2023-02-19 08:04:05
8b1915d4-3546-4811-88a9-1eca680a795b,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Company_93,company93.com,SaaS,1-10,1cf7f7e3-aa65-46b7-ac15-5d01e80eb4f9,Expansion,2023-02-24 08:23:03,2022-05-09 07:58:48
b3e0f6bd-6cc4-4443-a7e7-5d3f1f880479,449be6aa-4bbd-4733-b7e2-79353d4d7005,Company_94,company94.com,Healthcare,11-50,5a840cd8-ad0f-49a2-a9e1-4e99b249f7ee,Expansion,2024-09-21 04:55:13,2023-10-22 10:29:40
2545cbef-c9f9-4158-92ea-e8a7642ad385,713b4916-11b7-44e2-adb2-6f39959206ae,Company_95,company95.com,E-commerce,1-10,37759794-a032-4347-9da6-cb09a9f0ef24,Expansion,2024-12-05 00:32:14,2022-05-03 14:36:43
3b3a632a-fae0-41de-930d-83886f7178ae,c133e573-2208-4233-91cd-3d742dfb8915,Company_96,company96.com,E-commerce,11-50,3363c014-8c49-49a6-b442-7d7d34d946f1,Expansion,2024-05-15 04:35:29,2023-10-31 22:11:53
e1e8c5de-9bb8-46b9-a8d0-d64fc9257730,6220054f-7c0d-4f92-8962-9682f69b589b,Company_97,company97.com,E-commerce,200-1000,52d0aacb-2754-4cb1-8b1d-a456f59710b9,Churned,2022-12-08 03:50:49,2024-07-24 21:05:12
25067fdf-7f32-43c4-a56b-df6e1d7cb3ff,d3b58f8b-c9b8-449d-afa7-046a5607b449,Company_98,company98.com,SaaS,200-1000,7e1751f5-24eb-4b1e-859b-ae714182171b,Customer,2024-11-29 12:16:09,2022-10-08 07:54:19
9257d26c-6fbd-49cb-b978-7a8afa027cf8,f97e321b-ac65-4057-a901-09668427a33d,Company_99,company99.com,Fintech,51-200,185a7cbf-40a5-4c7d-8daf-1c0d9f580986,Lead,2023-05-19 18:08:11,2024-04-27 08:45:34
e9ce56a3-ad34-4269-a77a-caef2df669fd,4898deb9-da65-4a99-9f17-e013bc3c25cc,Company_100,company100.com,SaaS,51-200,4e346f2d-f7a8-4aff-9714-cc3537fe7047,Expansion,2022-03-28 21:31:04,2023-04-02 08:24:21
ce4c0984-2ec7-4990-985f-bb686499e1a6,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Company_101,company101.com,Healthcare,51-200,7b7a97b2-cfd7-441e-a4ee-97fc0fed4831,Customer,2022-12-22 19:31:51,2023-05-14 23:37:48
a871387f-3ff2-44dd-a42c-bf8833d4987e,382a30ba-7fca-4b36-b4f8-14feb2a55572,Company_102,company102.com,E-commerce,1-10,5069126f-0c0f-4efd-b975-cc4128405c24,Expansion,2022-02-19 20:47:01,2022-06-09 09:07:38
763a24e7-f055-489c-b480-9f6462bcd62a,c68acfda-6db5-405f-ab3d-9e54547cc5df,Company_103,company103.com,SaaS,200-1000,ca3d9712-68c4-4306-a179-e35cda571d1c,Expansion,2023-05-06 00:56:31,2022-05-05 09:11:07
58bdf95c-fc00-46c2-a6e4-769f7c5867bc,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Company_104,company104.com,SaaS,11-50,d71c75ee-a85d-47d8-a9e5-3084e4fd81b6,Lead,2023-09-16 04:30:26,2023-05-25 09:44:24
